418B	U+9F9D
8F86	U+8F1B
8F87	U+8F26
8F88	U+8F29
8F8C	U+8F2C
8F8D	U+8F1F
8F8E	U+8F1C
8F90	U+8F3B
8F91	U+8F2F
8F92	U+8F40
8F93	U+8F38
8F94	U+8F61
8F95	U+8F45
8F97	U+8F3E
8F99	U+8F4D
8F9A	U+8F54
8F9E	U+8FAD
8F9F	U+907F
8FA0	U+7F6A
8FA2	U+8FA3
8FA3	U+8FA2
8FA7	U+8FA8
8FA8	U+5F01
8FA9	U+8FAF
8FAB	U+8FAE
8FAD	U+8F9E
8FAE	U+8FAB
8FAF	U+8FA9
8FB0	U+F971
8FB9	U+908A
8FBA	U+908A
8FBD	U+907C
8FBE	U+9054
8FC1	U+9077
8FC2	U+9047
8FC7	U+904E
8FC8	U+9081
8FD0	U+904B
8FD9	U+9019
8FDB	U+9032
8FDC	U+9060
8FDD	U+9055
8FDE	U+9023
8FDF	U+9072
8FE5	U+9008
8FE8	U+902E
8FE9	U+9087
8FEC	U+5F80
8FED	U+758A
8FEF	U+9003
8FF3	U+5F91
8FF4	U+56DE
8FF9	U+8DE1
8FFA	U+4E43
9002	U+9069
9003	U+8FEF
9009	U+9078
900A	U+905C
9012	U+905E
9013	U+905E
9015	U+5F91
9019	U+8FD9
9023	U+F99A
9025	U+56DE
9029	U+5954
902E	U+8FE8
9030	U+6E38
9032	U+8FDB
9038	U+FA25
9039	U+9054
903A	U+9060
903B	U+908F
9045	U+9072
904A	U+6E38
904B	U+8FD0
904D	U+5FA7
904E	U+8FC7
9051	U+5FA8
9054	U+8FBE
9055	U+8FDD
9057	U+907A
905C	U+900A
905E	U+9013
905F	U+9072
9060	U+903A
9061	U+6EAF
9065	U+9059
9069	U+9002
9072	U+9045
9077	U+8FC1
9078	U+9009
907A	U+9057
907C	U+F9C3
907F	U+8F9F
9081	U+8FC8
9087	U+8FE9
9089	U+908A
908A	U+8FB9
908F	U+F913
9090	U+9026
9091	U+961D
90A2	U+90C9
90AE	U+90F5
90B9	U+9112
90BB	U+9130
90C1	U+9B31
90C4	U+9699
90C5	U+80DD
90C9	U+90A2
90CE	U+90DE
90CF	U+90DF
90D1	U+912D
90DE	U+90CE
90DF	U+90CF
90E8	U+5369
90F5	U+90AE
90F7	U+9109
90FD	U+FA26
9109	U+4E61
9112	U+90B9
9115	U+9109
9127	U+9093
912D	U+90D1
9130	U+96A3
9137	U+9146
9146	U+9137
9147	U+9142
9149	U+4E23
9154	U+9189
915D	U+919E
9162	U+918B
9166	U+91B1
9167	U+916C
916A	U+F919
916C	U+9167
9171	U+91AC
917D	U+91C5
917F	U+91C0
9189	U+9154
918B	U+9162
9196	U+919E
9197	U+91B1
919E	U+915D
91A4	U+91AC
91AB	U+533B
91AC	U+9171
91B1	U+9166
91B4	U+F9B7
91BB	U+916C
91BC	U+71D5
91C0	U+91B8
91C1	U+8845
91C5	U+917D
91C6	U+91C7
91C7	U+91C6
91C8	U+91CB
91CB	U+91CA
91CC	U+88CF
91CE	U+57DC
91CF	U+F97E
91D0	U+5398
91D1	U+9485
91D6	U+528D
91D8	U+9489
91DC	U+91E1
91DD	U+9488
91E1	U+91DC
91E3	U+9493
91E7	U+948F
91F5	U+9497
91FA	U+948E
91FC	U+528D
9209	U+94A0
920D	U+949D
920E	U+9264
9210	U+94A4
9212	U+9491
9214	U+949E
9215	U+94AE
921E	U+94A7
9221	U+937E
922C	U+9438
9234	U+F9B1
9237	U+94B4
9238	U+94B9
923D	U+94B8
923E	U+94C0
923F	U+94BF
9240	U+94BE
9245	U+5DE8
924B	U+94C7
9251	U+94C2
9257	U+7B9D
925B	U+94C5
9262	U+7F3D
9264	U+920E
9271	U+7926
9276	U+94CF
9278	U+94F0
927B	U+94EC
9280	U+94F6
9285	U+94DC
928D	U+94DA
9293	U+94E8
9295	U+9435
9296	U+94E2
929B	U+94E6
929C	U+8854
92AC	U+94D0
92AD	U+9322
92AE	U+947E
92B3	U+9510
92B7	U+9500
92B9	U+93FD
92BC	U+9509
92C1	U+94DD
92C4	U+933D
92C5	U+950C
92D2	U+950B
92D9	U+94FB
92E4	U+9504
92E9	U+94D3
92EA	U+94FA
92ED	U+92B3
92F3	U+9444
92F8	U+952F
92FC	U+94A2
9304	U+9332
930F	U+94D4
9310	U+9525
9312	U+9515
9318	U+9524
931A	U+94EE
9320	U+952D
9321	U+951C
9322	U+94B1
9328	U+951A
9329	U+9520
932B	U+9521
932C	U+7149
932F	U+9519
9332	U+9304
9333	U+9530
933D	U+92C4
9348	U+9533
934A	U+F99B
934B	U+9505
934D	U+9540
9354	U+9537
935B	U+7145
9360	U+953D
9365	U+9532
936C	U+9539
9370	U+953E
937E	U+949F
9382	U+9541
9384	U+953F
938A	U+9551
9394	U+7194
9396	U+9501
939B	U+9548
93A1	U+9543
93A2	U+94A8
93AD	U+93AE
93AE	U+9547
93B3	U+954D
93C1	U+9396
93C8	U+94FE
93CD	U+9559
93D0	U+9560
93D1	U+955D
93D7	U+94FF
93D8	U+9535
93DC	U+9557
93DD	U+9558
93DF	U+5257
93E1	U+955C
93E2	U+9556
93E4	U+9542
93FD	U+92B9
9403	U+94D9
9418	U+937E
9421	U+9435
942E	U+9570
9432	U+956F
9433	U+956D
9435	U+94C1
9436	U+956E
9438	U+922C
943A	U+94DB
9444	U+94F8
944C	U+9554
9451	U+9452
9452	U+9451
9454	U+9572
9455	U+9527
945B	U+7926
945E	U+9574
9460	U+94C4
9463	U+9573
9470	U+94A5
9471	U+9575
9472	U+9576
9475	U+7F50
947C	U+9523
947D	U+94BB
947E	U+92AE
947F	U+51FF
9482	U+954B
9485	U+91D1
9488	U+91DD
9489	U+91D8
948A	U+91D7
948E	U+91FA
9491	U+9212
9493	U+91E3
9496	U+9521
9497	U+91F5
9498	U+9203
9499	U+9223
949C	U+5DE8
949D	U+920D
949E	U+9214
94A0	U+9209
94A2	U+92FC
94A4	U+9210
94A5	U+9470
94A6	U+6B3D
94A7	U+921E
94A8	U+93A2
94A9	U+9264
94AE	U+9215
94B3	U+7B9D
94B4	U+9237
94B5	U+7F3D
94B8	U+923D
94B9	U+9238
94BB	U+947D
94BE	U+9240
94BF	U+923F
94C0	U+923E
94C2	U+9251
94C3	U+9234
94C4	U+9460
94C5	U+925B
94C7	U+924B
94CE	U+9438
94CF	U+9276
94D0	U+92AC
94D3	U+92E9
94D9	U+9403
94DA	U+928D
94DB	U+943A
94DC	U+9285
94DD	U+92C1
94E2	U+9296
94E6	U+929B
94E8	U+9293
94EC	U+927B
94EE	U+931A
94F0	U+9278
94F2	U+93DF
94F6	U+9280
94F8	U+9444
94FA	U+92EA
94FB	U+92D9
94FE	U+93C8
94FF	U+93D7
9501	U+9396
9504	U+92E4
9505	U+934B
9508	U+93FD
9509	U+92BC
950B	U+92D2
950C	U+92C5
9510	U+92B3
9511	U+92BB
9519	U+932F
951A	U+9328
951C	U+9321
9520	U+9329
9521	U+932B
9523	U+947C
9524	U+9318
9525	U+9310
9527	U+9455
952D	U+9320
952E	U+9375
952F	U+92F8
9530	U+9333
9532	U+9365
9533	U+9348
9535	U+93D8
9537	U+9354
953A	U+937E
953B	U+935B
953D	U+9360
953E	U+9370
953F	U+9384
9540	U+934D
9541	U+9382
9542	U+93E4
9543	U+93A1
9548	U+939B
954B	U+9482
954D	U+93B3
9551	U+938A
9554	U+944C
9555	U+9394
9556	U+93E2
9557	U+93DC
9558	U+93DD
955A	U+930B
955C	U+93E1
955D	U+93D1
955E	U+93C3
9560	U+93D0
956D	U+9433
956E	U+9436
956F	U+9432
9570	U+942E
9573	U+9463
9574	U+945E
9575	U+9471
9576	U+9472
9577	U+957F
957F	U+9577
9580	U+95E8
9582	U+95E9
9583	U+95EA
9587	U+9589
9588	U+95EC
9589	U+9587
958B	U+5F00
958F	U+95F0
9591	U+95F2
9593	U+95F4
9594	U+95F5
9599	U+9B27
95A1	U+9602
95A2	U+95DC
95A3	U+9601
95A4	U+5408
95A5	U+9600
95A7	U+54C4
95A9	U+95FD
95AD	U+F986
95B1	U+95B2
95B2	U+95B1
95BB	U+960E
95C7	U+6697
95C8	U+95F1
95CA	U+9614
95CB	U+9615
95CC	U+9611
95CD	U+9607
95D0	U+9617
95D2	U+9618
95D4	U+95A4
95D6	U+95EF
95D7	U+95DC
95D8	U+9B25
95DC	U+5173
95E0	U+9613
95E1	U+9610
95E4	U+961B
95E8	U+9580
95E9	U+9582
95EA	U+9583
95EB	U+95BB
95EC	U+9588
95ED	U+9589
95EE	U+554F
95EF	U+95D6
95F1	U+95C8
95F2	U+9591
95F4	U+9593
95F5	U+9594
95F7	U+60B6
95F8	U+9598
95F9	U+9B27
95FA	U+95A8
95FB	U+805E
95FE	U+95AD
95FF	U+95D3
9600	U+95A5
9601	U+95A3
9602	U+95A1
9605	U+95B1
9607	U+95CD
960E	U+95BB
9610	U+95E1
9613	U+95E0
9614	U+95CA
9615	U+95CB
9616	U+95A4
9617	U+95D0
9618	U+95D2
961B	U+95E4
961C	U+961D
961D	U+9091
961F	U+968A
9628	U+5384
962A	U+5742
962C	U+5751
962E	U+F9C6
962F	U+5740
9631	U+7A7D
9633	U+967D
9634	U+9670
9636	U+968E
9645	U+969B
9646	U+9678
9647	U+96B4
9648	U+9673
964B	U+F951
964D	U+FA09
964F	U+968B
9654	U+5793
965C	U+965D
965D	U+965C
965E	U+5347
9663	U+9635
9665	U+9677
9667	U+9689
9668	U+9695
9669	U+96AA
9673	U+9648
9675	U+F959
9677	U+9665
9678	U+9646
967A	U+96AA
967D	U+661C
9686	U+F9DC
968A	U+961F
968B	U+964F
968E	U+9636
968F	U+96A8
9690	U+96B1
9695	U+6B92
969B	U+9645
96A0	U+96B1
96A3	U+9130
96A8	U+968F
96AA	U+9669
96B1	U+9690
96B6	U+96B8
96B7	U+96B8
96B8	U+96B7
96BB	U+53EA
96BD	U+96CB
96BE	U+96E3
96C1	U+9CEB
96CB	U+96BD
96CF	U+96DB
96D1	U+96DC
96D5	U+51CB
96D6	U+867D
96D9	U+53CC
96DC	U+96D1
96DE	U+9DC4
96E0	U+4EC7
96E2	U+F9EA
96F2	U+4E91
96F3	U+9742
96F6	U+F9B2
96F7	U+F949
96FB	U+7535
96FE	U+9727
9701	U+973D
970A	U+9748
970D	U+7668
9727	U+96FE
972D	U+9744
9732	U+F938
9738	U+8987
973D	U+9701
9742	U+96F3
9744	U+972D
9746	U+53C7
9748	U+F9B3
9749	U+53C6
9751	U+9752
9752	U+9751
9754	U+975D
9756	U+FA1C
9759	U+975C
975A	U+975C
975C	U+9759
975D	U+9754
9762	U+9EB5
9765	U+9768
9768	U+9765
976D	U+97CC
9771	U+97CC
978C	U+978D
978D	U+978C
9792	U+6A47
97C3	U+9791
97C8	U+896A
97CB	U+97E6
97CC	U+97E7
97CD	U+97E8
97D3	U+97E9
97DE	U+97EB
97E4	U+896A
97E6	U+97CB
97E7	U+97CC
97E8	U+97CD
97E9	U+97D3
97EB	U+97DE
97EC	U+97DC
97ED	U+827D
97EE	U+97ED
97F2	U+9F4F
97FF	U+54CD
9801	U+9875
9802	U+9876
9803	U+9877
9805	U+9879
9806	U+987A
9808	U+987B
980A	U+987C
980B	U+9867
980C	U+9882
9810	U+9884
9811	U+987D
9812	U+670C
9813	U+987F
9818	U+F9B4
981A	U+9838
981C	U+988C
9821	U+9889
9824	U+9809
982C	U+9830
982D	U+5934
9830	U+988A
9832	U+988B
9834	U+9895
9837	U+9894
9838	U+9888
9839	U+983D
983B	U+9891
983C	U+8CF4
983D	U+9839
9846	U+9897
984C	U+9898
984D	U+989D
984E	U+989A
984F	U+989C
9853	U+989B
9854	U+984F
9855	U+986F
9858	U+613F
985A	U+985B
985B	U+98A0
985E	U+F9D0
9867	U+987E
986B	U+98A4
986F	U+9855
9870	U+98A6
9871	U+9885
9875	U+9801
9876	U+9802
9877	U+9803
987A	U+9806
987B	U+9808
987C	U+980A
987D	U+9811
987E	U+9867
987F	U+9813
9881	U+9812
9882	U+980C
9885	U+9871
9886	U+9818
9887	U+9817
9888	U+9838
9889	U+9821
988A	U+9830
988B	U+9832
988C	U+981C
988E	U+71B2
9891	U+983B
9892	U+982E
9893	U+9839
9894	U+9837
9895	U+9834
9896	U+7A4E
9897	U+9846
9898	U+984C
9899	U+9852
989B	U+9853
989C	U+984F
989D	U+984D
98A0	U+985B
98A3	U+7E87
98A4	U+986B
98A6	U+9870
98A8	U+98CE
98AF	U+98D2
98B3	U+522E
98B6	U+98D3
98B8	U+98D4
98BA	U+98CF
98BB	U+98D6
98BC	U+98D5
98C0	U+98D7
98C4	U+98C3
98CE	U+98A8
98CF	U+98BA
98D0	U+98AD
98D2	U+98AF
98D3	U+98B6
98D4	U+98B8
98D5	U+98BC
98D7	U+98C0
98D8	U+98C4
98DB	U+98DE
98DC	U+7FFB
98DE	U+98DB
98DF	U+9963
98E0	U+98DF
98E2	U+9965
98E5	U+9966
98E9	U+9968
98EA	U+9901
98ED	U+996C
98EE	U+98F2
98EF	U+996D
98F0	U+98EF
98F2	U+98EE
98F4	U+9974
98FC	U+FA2B
98FD	U+9971
98FE	U+9970
9901	U+98EA
9904	U+9978
9905	U+997C
9909	U+9977
990A	U+517B
990C	U+9975
990D	U+995C
990E	U+9979
990F	U+997B
9912	U+9981
9913	U+997F
9915	U+9982
9916	U+997E
9918	U+9980
991B	U+9984
991C	U+9983
991D	U+98FE
9920	U+9905
9921	U+9985
9928	U+FA2C
9939	U+7CD6
993A	U+998E
993D	U+994B
993F	U+998A
9941	U+998C
9945	U+9992
994A	U+9993
994B	U+993D
9952	U+9976
995C	U+990D
995E	U+998B
9962	U+9995
9964	U+98E3
9965	U+98E2
9966	U+98E5
9968	U+98E9
996A	U+98EA
996C	U+98ED
996D	U+98EF
996E	U+98EE
996F	U+991E
9971	U+98FD
9972	U+98FC
9974	U+98F4
9975	U+990C
9976	U+9952
9977	U+9909
9978	U+9904
9979	U+990E
997A	U+9903
997C	U+9905
997E	U+9916
997F	U+9913
9980	U+9918
9981	U+9912
9982	U+9915
9983	U+991C
9984	U+991B
9985	U+9921
9988	U+993D
998A	U+993F
998B	U+995E
998C	U+9941
998E	U+993A
998F	U+993E
9992	U+9945
9993	U+7CE4
99AC	U+9A6C
99AD	U+9A6D
99AE	U+51AF
99B1	U+99C4
99B3	U+9A70
99B4	U+9A6F
99B9	U+9A72
99C1	U+99EE
99C4	U+99B1
99C5	U+9A5B
99C6	U+9A45
99C8	U+9A45
99D0	U+9A7B
99D1	U+9A7D
99D2	U+9A79
99D5	U+9A7E
99D9	U+9A78
99DD	U+9A7C
99DE	U+99DD
99DF	U+9A77
99E1	U+7F75
99E2	U+9A08
99ED	U+9A87
99EE	U+99C1
99F1	U+F91A
99F8	U+9A8E
99FF	U+9A8F
9A01	U+9A8B
9A02	U+9A8D
9A03	U+5446
9A08	U+99E2
9A0C	U+9B03
9A12	U+9A37
9A13	U+9A57
9A16	U+9A9B
9A19	U+9A97
9A23	U+9B03
9A24	U+9A99
9A28	U+9A52
9A2B	U+9A9E
9A37	U+9A9A
9A3A	U+9A47
9A3E	U+9AA1
9A40	U+84E6
9A43	U+9AA0
9A45	U+9A71
9A47	U+9A3A
9A52	U+9A28
9A55	U+9A84
9A57	U+9A8C
9A5A	U+60CA
9A5B	U+9A7F
9A5F	U+9AA4
9A62	U+9A74
9A66	U+9AA6
9A69	U+6B61
9A6A	U+9A8A
9A6B	U+9A89
9A6C	U+99AC
9A6D	U+99AD
9A6E	U+99B1
9A6F	U+99B4
9A71	U+9A45
9A72	U+99B9
9A73	U+99C1
9A74	U+9A62
9A76	U+99DB
9A77	U+99DF
9A78	U+99D9
9A79	U+99D2
9A7B	U+99D0
9A7D	U+99D1
9A7E	U+99D5
9A7F	U+9A5B
9A82	U+7F75
9A83	U+99F0
9A84	U+9A55
9A86	U+99F1
9A87	U+99ED
9A88	U+99E2
9A8A	U+9A6A
9A8B	U+9A01
9A8C	U+9A57
9A8D	U+9A02
9A8E	U+99F8
9A8F	U+99FF
9A91	U+9A0E
9A94	U+9B03
9A95	U+9A4C
9A99	U+9A24
9A9A	U+9A37
9A9B	U+9A16
9A9E	U+9A2B
9AA0	U+9A43
9AA1	U+9A3E
9AA4	U+9A5F
9AA5	U+9A65
9AA6	U+9A66
9AAB	U+9AAA
9AAF	U+80AE
9AB5	U+9AD4
9AC4	U+9AD3
9AC5	U+9ACF
9ACC	U+81CF
9ACF	U+9AC5
9AD2	U+810F
9AD3	U+81B8
9AD4	U+4F53
9AD5	U+81CF
9AD7	U+81DA
9AD8	U+9AD9
9AD9	U+9AD8
9AE3	U+4EFF
9AE6	U+729B
9AEA	U+9AEE
9AEE	U+53D1
9AEF	U+9AE5
9AF4	U+5F7F
9B03	U+9A94
9B0D	U+80E1
9B13	U+9B22
9B1A	U+987B
9B22	U+9B13
9B25	U+9B2C
9B26	U+9B25
9B27	U+95F9
9B28	U+54C4
9B2A	U+9B25
9B2C	U+9B25
9B2D	U+9B25
9B30	U+9B31
9B31	U+9B30
9B36	U+9B39
9B39	U+9B36
9B3B	U+7CA5
9B47	U+9B58
9B58	U+9B47
9B5A	U+9C7C
9B5B	U+9C7D
9B68	U+9C80
9B6F	U+F939
9B77	U+9C7F
9B7A	U+9C84
9B8A	U+9C8C
9B8B	U+9C89
9B8D	U+9C8F
9B91	U+9C8D
9B93	U+9C8A
9B9C	U+9C98
9BAA	U+9C94
9BAB	U+9C9B
9BAE	U+5C1F
9BB3	U+9C93
9BB6	U+9CAA
9BBA	U+9C9D
9BCA	U+9CA8
9BCB	U+9BCA
9BD2	U+9CAC
9BD5	U+9CAF
9BE4	U+9CB2
9BE7	U+9CB3
9BE8	U+9CB8
9BF7	U+9CC0
9C02	U+9C97
9C0C	U+9C0D
9C0D	U+9CC5
9C0F	U+9CBE
9C13	U+9CC3
9C1B	U+9CC1
9C1C	U+9CD2
9C25	U+9CCF
9C31	U+9CA2
9C3A	U+9CB9
9C3B	U+9CD7
9C3C	U+9CDB
9C3E	U+9CD4
9C49	U+9F9E
9C53	U+9C54
9C54	U+9CDD
9C56	U+9CDC
9C57	U+F9F2
9C60	U+9C99
9C63	U+9CE3
9C68	U+9CBF
9C6F	U+9CE0
9C78	U+9C88
9C7C	U+9B5A
9C7D	U+9B5B
9C7F	U+9B77
9C80	U+9B68
9C81	U+9B6F
9C84	U+9B7A
9C88	U+9C78
9C89	U+9B8B
9C8A	U+9B93
9C8D	U+9B91
9C8F	U+9B8D
9C93	U+9BB3
9C94	U+9BAA
9C96	U+9BA6
9C97	U+9C02
9C98	U+9B9C
9C99	U+9C60
9C9B	U+9BAB
9C9D	U+9BBA
9CA2	U+9C31
9CA4	U+9BC9
9CA8	U+9BCA
9CAA	U+9BB6
9CAB	U+9BFD
9CAC	U+9BD2
9CAF	U+9BD5
9CB2	U+9BE4
9CB8	U+9BE8
9CB9	U+9C3A
9CBE	U+9C0F
9CBF	U+9C68
9CC0	U+9BF7
9CC1	U+9C1B
9CC3	U+9C13
9CC5	U+9C0D
9CCD	U+9C2D
9CD2	U+9C1C
9CD4	U+9C3E
9CD6	U+9C49
9CD7	U+9C3B
9CDB	U+9C3C
9CDC	U+9C56
9CDD	U+9C54
9CDE	U+9C57
9CE0	U+9C6F
9CE5	U+9E1F
9CE9	U+9E20
9CEB	U+96C1
9CEE	U+96DE
9CEF	U+9CF3
9CF2	U+9E24
9CF3	U+9CEF
9CF4	U+9E23
9D06	U+9E29
9D08	U+96C1
9D09	U+9D76
9D0E	U+9DD7
9D12	U+9E30
9D15	U+9E35
9D1B	U+9E33
9D1E	U+9E2E
9D26	U+9E2F
9D28	U+9E2D
9D2C	U+9DAF
9D3B	U+9E3F
9D3F	U+9E3D
9D43	U+9E3C
9D49	U+9E1E
9D50	U+9E40
9D51	U+9E43
9D5D	U+9E45
9D5E	U+9D5D
9D60	U+9E44
9D61	U+9E49
9D6A	U+9E4C
9D6C	U+9E4F
9D6E	U+9E50
9D70	U+96D5
9D72	U+9E4A
9D77	U+9E53
9D7E	U+9E4D
9D89	U+9E51
9D8A	U+9E52
9D8F	U+96DE
9D96	U+9E59
9DA1	U+9E56
9DAC	U+9E27
9DAF	U+83BA
9DB2	U+9E5F
9DB4	U+9E64
9DB9	U+9E60
9DBA	U+9E61
9DC0	U+9E5A
9DC1	U+9E62
9DC2	U+9E5E
9DC4	U+96DE
9DCA	U+9E5D
9DCF	U+9DC6
9DD3	U+9E67
9DD6	U+9E65
9DD7	U+9E25
9DE5	U+9E36
9DEB	U+9E54
9DF0	U+71D5
9DFA	U+F93A
9DFD	U+9E34
9E07	U+9E6F
9E0F	U+9E72
9E18	U+9E74
9E1A	U+9E66
9E1E	U+9E3E
9E1F	U+9CE5
9E20	U+9CE9
9E21	U+96DE
9E22	U+9CF6
9E23	U+9CF4
9E24	U+9CF2
9E25	U+9DD7
9E26	U+9D09
9E27	U+9DAC
9E2A	U+9D23
9E2D	U+9D28
9E2E	U+9D1E
9E2F	U+9D26
9E30	U+9D12
9E33	U+9D1B
9E34	U+9DFD
9E35	U+9D15
9E36	U+9DE5
9E3D	U+9D3F
9E3E	U+9E1E
9E3F	U+9D3B
9E40	U+9D50
9E43	U+9D51
9E44	U+9D60
9E45	U+9D5D
9E49	U+9D61
9E4A	U+9D72
9E4D	U+9D7E
9E4F	U+9D6C
9E50	U+9D6E
9E51	U+9D89
9E52	U+9D8A
9E53	U+9D77
9E54	U+9DEB
9E56	U+9DA1
9E59	U+9D96
9E5D	U+9DCA
9E5E	U+9DC2
9E5F	U+9DB2
9E60	U+9DB9
9E61	U+9DBA
9E62	U+9DC1
9E64	U+9DB4
9E65	U+9DD6
9E66	U+9E1A
9E6D	U+9DFA
9E6F	U+9E07
9E70	U+9DF9
9E72	U+9E0F
9E74	U+9E18
9E78	U+9E7C
9E79	U+54B8
9E7C	U+7877
9E7D	U+76D0
9E7F	U+F940
9E81	U+7C97
9E84	U+7C97
9E93	U+68BA
9E97	U+4E3D
9E9F	U+F9F3
9EA5	U+9EA6
9EA6	U+9EA5
9EA9	U+9EB8
9EAA	U+9EB5
9EB4	U+9EB9
9EB5	U+9EBA
9EB8	U+9EA9
9EBA	U+9EB5
9EBB	U+83FB
9EBC	U+9EBD
9EBD	U+9EBC
9EC3	U+9EC4
9ECE	U+F989
9ED1	U+9ED2
9ED2	U+9ED1
9ED8	U+9ED9
9ED9	U+9ED8
9EDE	U+594C
9EE1	U+9EF6
9EE8	U+515A
9EF6	U+9EE1
9EF7	U+9EE9
9EFD	U+9EFE
9EFE	U+9EFD
9EFF	U+9F0B
9F02	U+9F0C
9F04	U+86DB
9F05	U+8718
9F08	U+9C49
9F0C	U+9F02
9F13	U+76BC
9F15	U+51AC
9F20	U+9F21
9F21	U+9F20
9F4A	U+9F50
9F4B	U+658E
9F4F	U+97F2
9F50	U+9F4A
9F52	U+6B6F
9F55	U+9F81
9F57	U+9F82
9F59	U+9F85
9F5C	U+9F87
9F61	U+9F62
9F62	U+9F61
9F66	U+9F88
9F67	U+5699
9F69	U+54AC
9F6A	U+9F8A
9F6C	U+9F89
9F72	U+9F8B
9F7F	U+9F52
9F81	U+9F55
9F82	U+9F57
9F83	U+9F5F
9F84	U+9F61
9F85	U+9F59
9F87	U+9F5C
9F88	U+9F66
9F89	U+9F6C
9F8B	U+9F72
9F8C	U+9F77
9F8D	U+9F99
9F8E	U+9F90
9F90	U+5390
9F94	U+9F9A
9F99	U+9F8D
9F9A	U+9F94
9F9C	U+9F9F
9F9D	U+418B
9F9F	U+9F9C
9FA2	U+548C
F900	U+8C48
F901	U+66F4
F902	U+8ECA
F903	U+8CC8
F904	U+6ED1
F905	U+4E32
F906	U+53E5
F907	U+9F9C
F908	U+9F9C
F909	U+5951
F90A	U+91D1
F90B	U+5587
F90C	U+5948
F90D	U+61F6
F90E	U+7669
F90F	U+7F85
F910	U+863F
F911	U+87BA
F912	U+88F8
F913	U+908F
F914	U+6A02
F915	U+6D1B
F916	U+70D9
F917	U+73DE
F918	U+843D
F919	U+916A
F91A	U+99F1
F91B	U+4E82
F91C	U+5375
F91D	U+6B04
F91E	U+721B
F91F	U+862D
F920	U+9E1E
F921	U+5D50
F922	U+6FEB
F923	U+85CD
F924	U+8964
F925	U+62C9
F926	U+81D8
F927	U+881F
F928	U+5ECA
F929	U+6717
F92A	U+6D6A
F92B	U+72FC
F92C	U+90CE
F92D	U+4F86
F92E	U+51B7
F92F	U+52DE
F930	U+64C4
F931	U+6AD3
F932	U+7210
F933	U+76E7
F934	U+8001
F935	U+8606
F936	U+865C
F937	U+8DEF
F938	U+9732
F939	U+9B6F
F93A	U+9DFA
F93B	U+788C
F93C	U+797F
F93D	U+7DA0
F93E	U+83C9
F93F	U+9304
F940	U+9E7F
F941	U+8AD6
F942	U+58DF
F943	U+5F04
F944	U+7C60
F945	U+807E
F946	U+7262
F947	U+78CA
F948	U+8CC2
F949	U+96F7
F94A	U+58D8
F94B	U+5C62
F94C	U+6A13
F94D	U+6DDA
F94E	U+6F0F
F94F	U+7D2F
F950	U+7E37
F951	U+964B
F952	U+52D2
F953	U+808B
F954	U+51DC
F955	U+51CC
F956	U+7A1C
F957	U+7DBE
F958	U+83F1
F959	U+9675
F95A	U+8B80
F95B	U+62CF
F95C	U+6A02
F95D	U+8AFE
F95E	U+4E39
F95F	U+5BE7
F960	U+6012
F961	U+7387
F962	U+7570
F963	U+5317
F964	U+78FB
F965	U+4FBF
F966	U+5FA9
F967	U+4E0D
F968	U+6CCC
F969	U+6578
F96A	U+7D22
F96B	U+53C3
F96C	U+585E
F96D	U+7701
F96E	U+8449
F96F	U+8AAA
F970	U+6BBA
F971	U+8FB0
F972	U+700B
F973	U+5341
F974	U+82E5
F975	U+63A0
F976	U+7565
F977	U+4EAE
F978	U+5169
F979	U+6DBC
F97A	U+6881
F97B	U+7CE7
F97C	U+826F
F97D	U+8AD2
F97E	U+91CF
F97F	U+52F5
F980	U+5442
F981	U+5973
F982	U+5EEC
F983	U+65C5
F984	U+6FFE
F985	U+792A
F986	U+95AD
F987	U+9A6A
F988	U+9E97
F989	U+9ECE
F98A	U+529B
F98B	U+66C6
F98C	U+6B77
F98D	U+8F62
F98E	U+5E74
F98F	U+6190
F990	U+6200
F991	U+649A
F992	U+6F23
F993	U+7149
F994	U+7489
F995	U+79CA
F996	U+7DF4
F997	U+806F
F998	U+8F26
F999	U+84EE
F99A	U+9023
F99B	U+934A
F99C	U+5217
F99D	U+52A3
F99E	U+54BD
F99F	U+70C8
F9A0	U+88C2
F9A1	U+8AAA
F9A2	U+5EC9
F9A3	U+5FF5
F9A4	U+637B
F9A5	U+6BAE
F9A6	U+7C3E
F9A7	U+7375
F9A8	U+4EE4
F9A9	U+56F9
F9AA	U+5BE7
F9AB	U+5DBA
F9AC	U+601C
F9AD	U+73B2
F9AE	U+7469
F9AF	U+7F9A
F9B0	U+8046
F9B1	U+9234
F9B2	U+96F6
F9B3	U+9748
F9B4	U+9818
F9B5	U+4F8B
F9B6	U+79AE
F9B7	U+91B4
F9B8	U+96B8
F9B9	U+60E1
F9BA	U+4E86
F9BB	U+50DA
F9BC	U+5BEE
F9BD	U+5C3F
F9BE	U+6599
F9BF	U+6A02
F9C0	U+71CE
F9C1	U+7642
F9C2	U+84FC
F9C3	U+907C
F9C4	U+9F8D
F9C5	U+6688
F9C6	U+962E
F9C7	U+5289
F9C8	U+677B
F9C9	U+67F3
F9CA	U+6D41
F9CB	U+6E9C
F9CC	U+7409
F9CD	U+7559
F9CE	U+786B
F9CF	U+7D10
F9D0	U+985E
F9D1	U+516D
F9D2	U+622E
F9D3	U+9678
F9D4	U+502B
F9D5	U+5D19
F9D6	U+6DEA
F9D7	U+8F2A
F9D8	U+5F8B
F9D9	U+6144
